name,type,tier,address,county,phone,email,contactPerson,servicesOffered,paymentTermDays,contractStatus,contractStartDate,contractEndDate,contractNotes,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,legalName,registrationNumber,licenceNumber,facilityLevel,smartProviderId,slade360ProviderId
Hope Busia Medical Centre,CLINIC,PARTNER,"Busia Lake View, Busia, Uganda",Busia,+25678259517,billing.1044@hope.busia.medical.centre.test.ug,Provider Relations 1044,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.463612,34.119099,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Busia Medical Centre Limited,UG-REG-TEST-001044,UMDPC-TEST-001044,HC III,SMART-UG-01044,SLADE-UG-01044
Wellness Nwoya Medical Centre 763,CLINIC,PANEL,"Nwoya Central, Nwoya, Uganda",Nwoya,+25678267436,billing.1045@wellness.nwoya.medical.centre.763.test.ug,Provider Relations 1045,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.663287,31.961004,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Nwoya Medical Centre 763 Limited,UG-REG-TEST-001045,UMDPC-TEST-001045,HC III,SMART-UG-01045,SLADE-UG-01045
Hope Namayingo Medical Centre,CLINIC,PARTNER,"Namayingo Hill View, Namayingo, Uganda",Namayingo,+25678275355,billing.1046@hope.namayingo.medical.centre.test.ug,Provider Relations 1046,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.265166,33.913247,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Namayingo Medical Centre Limited,UG-REG-TEST-001046,UMDPC-TEST-001046,HC III,SMART-UG-01046,SLADE-UG-01046
Community Kotido Medical Centre,CLINIC,PANEL,"Kotido Central, Kotido, Uganda",Kotido,+25678283274,billing.1047@community.kotido.medical.centre.test.ug,Provider Relations 1047,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.995377,34.143734,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Kotido Medical Centre Limited,UG-REG-TEST-001047,UMDPC-TEST-001047,HC IV,SMART-UG-01047,SLADE-UG-01047
Victoria Kasese Medical Centre,CLINIC,PANEL,"Kasese Town Council, Kasese, Uganda",Kasese,+25678291193,billing.1048@victoria.kasese.medical.centre.test.ug,Provider Relations 1048,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.138457,30.047707,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Victoria Kasese Medical Centre Limited,UG-REG-TEST-001048,UMDPC-TEST-001048,HC IV,SMART-UG-01048,SLADE-UG-01048
Community Kampala Medical Centre 767,CLINIC,PANEL,"Kampala West, Kampala, Uganda",Kampala,+25678299112,billing.1049@community.kampala.medical.centre.767.test.ug,Provider Relations 1049,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.35509,32.585449,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Kampala Medical Centre 767 Limited,UG-REG-TEST-001049,UMDPC-TEST-001049,HC III,SMART-UG-01049,SLADE-UG-01049
St. Mary's Mpigi Medical Centre,CLINIC,PANEL,"Mpigi Municipal, Mpigi, Uganda",Mpigi,+25678307031,billing.1050@st.mary.s.mpigi.medical.centre.test.ug,Provider Relations 1050,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.225898,32.291251,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Mpigi Medical Centre Limited,UG-REG-TEST-001050,UMDPC-TEST-001050,HC IV,SMART-UG-01050,SLADE-UG-01050
Wellness Kayunga Medical Centre,CLINIC,PARTNER,"Kayunga North, Kayunga, Uganda",Kayunga,+25678314950,billing.1051@wellness.kayunga.medical.centre.test.ug,Provider Relations 1051,Outpatient|Laboratory|Chronic Care,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.68085,32.904865,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kayunga Medical Centre,,UMDPC-TEST-001051,HC III,SMART-UG-01051,SLADE-UG-01051
Prime Kalangala Medical Centre,CLINIC,PANEL,"Kalangala Lake View, Kalangala, Uganda",Kalangala,+25678322869,billing.1052@prime.kalangala.medical.centre.test.ug,Provider Relations 1052,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.285224,32.258609,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Kalangala Medical Centre,,UMDPC-TEST-001052,HC III,SMART-UG-01052,SLADE-UG-01052
Sunrise Budaka Medical Centre,CLINIC,PARTNER,"Budaka Market Ward, Budaka, Uganda",Budaka,+25678330788,billing.1053@sunrise.budaka.medical.centre.test.ug,Provider Relations 1053,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.041531,33.954353,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sunrise Budaka Medical Centre Limited,UG-REG-TEST-001053,UMDPC-TEST-001053,Outpatient Clinic,SMART-UG-01053,SLADE-UG-01053
Wellness Kalangala Medical Centre,CLINIC,PANEL,"Kalangala East, Kalangala, Uganda",Kalangala,+25678338707,billing.1054@wellness.kalangala.medical.centre.test.ug,Provider Relations 1054,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.310015,32.209331,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kalangala Medical Centre Limited,UG-REG-TEST-001054,UMDPC-TEST-001054,Outpatient Clinic,SMART-UG-01054,SLADE-UG-01054
Frontier Kotido Medical Centre 773,CLINIC,PANEL,"Kotido North, Kotido, Uganda",Kotido,+25678346626,billing.1055@frontier.kotido.medical.centre.773.test.ug,Provider Relations 1055,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.024294,34.130134,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Frontier Kotido Medical Centre 773 Limited,UG-REG-TEST-001055,UMDPC-TEST-001055,Outpatient Clinic,SMART-UG-01055,SLADE-UG-01055
International Medical Centre Sembabule Lake View,CLINIC,PANEL,"Sembabule North, Sembabule, Uganda",Sembabule,+25678354545,billing.1056@international.medical.centre.sembabule.lak.test.ug,Provider Relations 1056,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.056888,31.501216,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",International Medical Centre Sembabule Lake View Limited,UG-REG-TEST-001056,UMDPC-TEST-001056,Outpatient Clinic,SMART-UG-01056,SLADE-UG-01056
Prime Apac Medical Centre,CLINIC,PARTNER,"Apac Hill View, Apac, Uganda",Apac,+25678362464,billing.1057@prime.apac.medical.centre.test.ug,Provider Relations 1057,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.980485,32.538815,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Apac Medical Centre Limited,UG-REG-TEST-001057,UMDPC-TEST-001057,HC IV,SMART-UG-01057,SLADE-UG-01057
Metro Tororo Medical Centre,CLINIC,PANEL,"Tororo East, Tororo, Uganda",Tororo,+25678370383,billing.1058@metro.tororo.medical.centre.test.ug,Provider Relations 1058,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.721315,34.185933,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Tororo Medical Centre Limited,UG-REG-TEST-001058,UMDPC-TEST-001058,HC IV,SMART-UG-01058,SLADE-UG-01058
Reliable Wakiso Medical Centre,CLINIC,PANEL,"Wakiso Mission Ward, Wakiso, Uganda",Wakiso,+25678378302,billing.1059@reliable.wakiso.medical.centre.test.ug,Provider Relations 1059,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.410918,32.47494,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Reliable Wakiso Medical Centre,,UMDPC-TEST-001059,HC IV,SMART-UG-01059,SLADE-UG-01059
Ecopharm Pharmacy Kabale University Ward,CLINIC,PARTNER,"Kabale East, Kabale, Uganda",Kabale,+25678386221,billing.1060@ecopharm.pharmacy.kabale.university.ward.test.ug,Provider Relations 1060,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-1.219896,29.988334,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Ecopharm Pharmacy Kabale University Ward Limited,UG-REG-TEST-001060,UMDPC-TEST-001060,HC III,SMART-UG-01060,SLADE-UG-01060
Prime Ibanda Medical Centre 779,CLINIC,PANEL,"Ibanda Market Ward, Ibanda, Uganda",Ibanda,+25678394140,billing.1061@prime.ibanda.medical.centre.779.test.ug,Provider Relations 1061,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.153366,30.536414,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Ibanda Medical Centre 779,,UMDPC-TEST-001061,HC IV,SMART-UG-01061,SLADE-UG-01061
AAR Health Care Hoima Lake View,CLINIC,PANEL,"Hoima Market Ward, Hoima, Uganda",Hoima,+25678402059,billing.1062@aar.health.care.hoima.lake.view.test.ug,Provider Relations 1062,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.437708,31.395311,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",AAR Health Care Hoima Lake View,,UMDPC-TEST-001062,Outpatient Clinic,SMART-UG-01062,SLADE-UG-01062
Sunrise Rakai Medical Centre,CLINIC,PANEL,"Rakai Industrial Area, Rakai, Uganda",Rakai,+25678409978,billing.1063@sunrise.rakai.medical.centre.test.ug,Provider Relations 1063,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.743213,31.445411,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sunrise Rakai Medical Centre,,UMDPC-TEST-001063,Outpatient Clinic,SMART-UG-01063,SLADE-UG-01063
Care Kayunga Medical Centre 782,CLINIC,PANEL,"Kayunga Market Ward, Kayunga, Uganda",Kayunga,+25678417897,billing.1064@care.kayunga.medical.centre.782.test.ug,Provider Relations 1064,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.67882,32.920616,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Kayunga Medical Centre 782,,UMDPC-TEST-001064,Outpatient Clinic,SMART-UG-01064,SLADE-UG-01064
Grace Kisoro Medical Centre,CLINIC,PANEL,"Kisoro West, Kisoro, Uganda",Kisoro,+25678425816,billing.1065@grace.kisoro.medical.centre.test.ug,Provider Relations 1065,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-1.285418,29.701334,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Grace Kisoro Medical Centre,,UMDPC-TEST-001065,HC IV,SMART-UG-01065,SLADE-UG-01065
Pearl Jinja Medical Centre 784,CLINIC,PANEL,"Jinja North, Jinja, Uganda",Jinja,+25678433735,billing.1066@pearl.jinja.medical.centre.784.test.ug,Provider Relations 1066,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.444828,33.178509,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Jinja Medical Centre 784 Limited,UG-REG-TEST-001066,UMDPC-TEST-001066,HC IV,SMART-UG-01066,SLADE-UG-01066
Wellness Kampala Medical Centre 785,CLINIC,PANEL,"Kampala North, Kampala, Uganda",Kampala,+25678441654,billing.1067@wellness.kampala.medical.centre.785.test.ug,Provider Relations 1067,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.36125,32.591789,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kampala Medical Centre 785 Limited,UG-REG-TEST-001067,UMDPC-TEST-001067,HC III,SMART-UG-01067,SLADE-UG-01067
Prime Nebbi Medical Centre,CLINIC,PARTNER,"Nebbi South, Nebbi, Uganda",Nebbi,+25678449573,billing.1068@prime.nebbi.medical.centre.test.ug,Provider Relations 1068,Outpatient|Laboratory|Minor Surgery,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.489135,31.05383,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Nebbi Medical Centre,,UMDPC-TEST-001068,HC III,SMART-UG-01068,SLADE-UG-01068
Nile Lira Medical Centre,CLINIC,PANEL,"Lira Hill View, Lira, Uganda",Lira,+25678457492,billing.1069@nile.lira.medical.centre.test.ug,Provider Relations 1069,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.25058,32.878891,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Nile Lira Medical Centre Limited,UG-REG-TEST-001069,UMDPC-TEST-001069,HC IV,SMART-UG-01069,SLADE-UG-01069
Trust Kampala Medical Centre 788,CLINIC,PANEL,"Kampala North, Kampala, Uganda",Kampala,+25678465411,billing.1070@trust.kampala.medical.centre.788.test.ug,Provider Relations 1070,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.354373,32.586758,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Trust Kampala Medical Centre 788,,UMDPC-TEST-001070,HC IV,SMART-UG-01070,SLADE-UG-01070
Reliable Kampala Medical Centre,CLINIC,PANEL,"Kampala Hill View, Kampala, Uganda",Kampala,+25678473330,billing.1071@reliable.kampala.medical.centre.test.ug,Provider Relations 1071,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.346581,32.584693,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Reliable Kampala Medical Centre Limited,UG-REG-TEST-001071,UMDPC-TEST-001071,HC III,SMART-UG-01071,SLADE-UG-01071
Pearl Kamuli Medical Centre,CLINIC,PANEL,"Kamuli East, Kamuli, Uganda",Kamuli,+25678481249,billing.1072@pearl.kamuli.medical.centre.test.ug,Provider Relations 1072,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.907302,33.159202,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Kamuli Medical Centre Limited,UG-REG-TEST-001072,UMDPC-TEST-001072,HC IV,SMART-UG-01072,SLADE-UG-01072
Hope Nwoya Medical Centre,CLINIC,PANEL,"Nwoya Mission Ward, Nwoya, Uganda",Nwoya,+25678489168,billing.1073@hope.nwoya.medical.centre.test.ug,Provider Relations 1073,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.650294,32.007572,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Nwoya Medical Centre,,UMDPC-TEST-001073,HC III,SMART-UG-01073,SLADE-UG-01073
C-Care Kagadi Mission Ward,CLINIC,PARTNER,"Kagadi West, Kagadi, Uganda",Kagadi,+25678497087,billing.1074@c.care.kagadi.mission.ward.test.ug,Provider Relations 1074,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.907709,30.770539,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",C-Care Kagadi Mission Ward Limited,UG-REG-TEST-001074,UMDPC-TEST-001074,Outpatient Clinic,SMART-UG-01074,SLADE-UG-01074
St. Mary's Kitgum Medical Centre,CLINIC,PANEL,"Kitgum Municipal, Kitgum, Uganda",Kitgum,+25678505006,billing.1075@st.mary.s.kitgum.medical.centre.test.ug,Provider Relations 1075,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.31159,32.880536,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Kitgum Medical Centre Limited,UG-REG-TEST-001075,UMDPC-TEST-001075,HC III,SMART-UG-01075,SLADE-UG-01075
